month,kwh_usage,peak_hours,appliances,bill
7,636.3083666835298,5,10,7966.5807508777925
5,861.2399794842615,2,10,10782.724543142955
10,199.37597338244748,8,14,2496.1871867482423
10,816.9770421480306,5,5,10228.552567693343
7,575.8213099015488,4,12,7209.282799967391
10,593.2836654899793,6,2,7427.91149193454
5,590.3553398924847,2,9,7391.248855453909
3,339.0687090698511,4,8,4245.140237554536
7,848.1614522395678,6,3,10618.981382039388
11,857.880370104831,7,8,10740.662233712483
11,600.2437281711582,7,14,7515.0514767029
2,726.7381807532918,2,9,9098.762023031213
12,589.8063887049263,3,14,7384.375986585677
9,487.5187580592325,1,3,6103.73485090159
10,628.6560946394005,8,3,7870.774304885294
10,542.4011620735668,1,2,6790.8625491610555
12,577.980690105544,4,8,7236.318240121411
1,727.0660427350896,6,10,9102.866855043321
6,484.72306515918785,1,1,6068.732775793032
7,132.60328487397823,6,8,1660.1931266222073
8,231.1995847915978,6,7,2894.618801590804
10,450.8857731916307,4,14,5645.089880359216
9,679.8612478992467,4,7,8511.862823698568
2,574.622918648143,4,3,7194.27894147475
11,620.2353486987631,1,1,7765.346565708514
10,483.4231428610298,7,4,6052.457748620093
2,592.5936175537943,4,9,7419.272091773504
5,363.2139502517298,8,5,4547.438657151657
5,476.14607415733207,1,1,5961.3488484497975
6,695.4232524759644,4,5,8706.699120999074
3,797.466223178497,5,13,9984.277114194781
8,446.92426716511113,6,8,5595.491824907192
1,134.92932616588894,8,8,1689.3151635969296
6,229.33803531744212,4,5,2871.312202174375
4,116.68891143323049,2,12,1460.9451711440456
1,622.6104153898641,6,9,7795.082400681098
7,365.85170028408714,6,1,4580.463287556771
9,533.982908575494,4,4,6685.466015365185
4,494.6214774270397,7,3,6192.660897386537
4,165.22119164194135,3,2,2068.5693193571055
6,422.60908889906545,7,8,5291.0657930163
12,276.44889993785864,4,7,3461.1402272219902
3,434.7198309341222,6,9,5442.69228329521
12,262.86262427379415,8,2,3291.0400559079026
6,772.3619250215468,2,14,9669.971301269765
7,239.35466926260293,8,14,2996.7204591677887
11,868.6244411895816,8,4,10875.178003693562
10,432.72589291755264,6,14,5417.728179327759
10,776.9962336152395,7,6,9727.992844862798
3,603.011854564756,2,11,7549.708419150746
7,688.2802389326021,1,3,8617.268591436177
3,714.1791104534242,5,8,8941.52246287687
2,503.8759055144142,6,3,6308.5263370404655
12,534.6404186906307,4,14,6693.698042006696
10,511.19669424698,1,12,6400.182611972189
4,570.4467024720634,5,13,7141.992714950234
12,123.51555660520583,4,13,1546.414768697177
8,416.4121358792122,8,2,5213.479941207736
9,584.9509708489372,3,13,7323.586155028694
7,578.1788522046915,4,13,7238.799229602737
1,734.3648756845053,2,3,9194.248243570006
3,624.0074710656868,2,11,7812.573537742398
12,893.7066530725378,3,6,11189.207296468174
9,327.08362288691603,1,2,4095.0869585441887
12,387.32082373298516,5,8,4849.256713136974
1,407.07772149423704,4,1,5096.613073107847
9,472.65024561619884,2,7,5917.581075114809
8,768.7984510249676,1,2,9625.356606832593
1,288.63367516736787,3,10,3613.6936130954455
6,720.8001656283436,7,12,9024.418073666862
5,424.2481464685947,6,6,5311.586793786805
6,581.4843069296069,7,12,7280.183522758678
10,606.0324265810449,7,2,7587.525980794681
12,398.2789097511476,2,2,4986.451950084367
5,510.09216416464415,8,10,6386.3538953413445
6,430.4249397181576,8,13,5388.9202452713325
5,155.30622894929556,3,8,1944.4339864451804
11,449.7323110534612,4,12,5630.648534389335
12,177.91471404284175,8,2,2227.4922198163786
5,424.0166392642572,7,7,5308.6883235885
4,574.3347198654255,8,3,7190.670692715127
3,563.5319194748006,7,8,7055.419631824503
3,630.0970232066563,5,7,7888.814730547337
4,176.209206363701,2,14,2206.139263673537
9,621.6985964243503,2,8,7783.666427232865
2,349.71844535715763,4,14,4378.4749358716135
9,419.2367569096889,8,7,5248.844196509304
1,786.3890031381646,8,11,9845.59031928982
1,107.2243233036402,6,6,1342.4485277615754
5,570.7301066724843,1,13,7145.540935539504
6,578.971184080086,5,7,7248.719224682676
6,417.32782107484957,2,5,5224.944319857116
3,289.62228568666893,5,7,3626.0710167970947
7,287.73923060924085,2,1,3602.495167227695
9,806.9677357286021,5,1,10103.236051322097
11,453.619499026286,3,9,5679.3161278091
12,364.7114903913375,7,14,4566.187859699546
10,459.02205906512245,2,5,5746.956179495332
8,635.5123211674891,5,13,7956.614261016963
6,216.60525459580134,8,5,2711.8977875394326
12,459.54706817099014,1,3,5753.5292935007965
8,570.3074968883095,3,5,7140.249861041635
12,858.866683881147,3,3,10753.01088219196
5,302.0222256603354,1,9,3781.3182652673986
8,387.4005983329964,5,9,4850.255491129115
10,403.48687193793904,8,6,5051.655636662997
12,584.4305261159063,4,1,7317.070186971147
4,385.3856424320013,1,7,4825.0282432486565
10,526.8095402397564,5,7,6595.65544380175
8,725.4322638760235,1,14,9082.411943727813
10,664.3084752897629,1,10,8317.14211062783
12,457.09491721006845,2,10,5722.8283634700565
2,791.3729421393351,5,4,9907.989235584475
12,546.5121996750903,4,8,6842.332739932131
12,531.92467160177,7,6,6659.69688845416
5,127.35021275132654,2,4,1594.4246636466082
9,889.3543842857292,1,4,11134.716891257329
4,198.37664682370138,7,2,2483.6756182327413
11,284.9047299421173,6,14,3567.0072188753084
6,141.35746979322158,7,2,1769.7955218111342
1,612.002373469531,1,12,7662.269715838528
9,279.76094157814396,1,14,3502.606988558362
1,244.00834997817879,8,4,3054.9845417267984
5,170.8444673785931,5,5,2138.9727315799855
4,182.64716569921254,5,8,2286.742514554141
12,567.736560354071,2,6,7108.0617356329685
3,650.5662926932763,4,14,8145.089984519819
6,417.9031907715208,2,4,5232.14794845944
2,483.9176652736586,3,13,6058.649169226205
3,648.7741887863873,1,11,8122.652843605569
5,113.90383214838371,7,7,1426.075978497764
9,358.5045256562228,6,8,4488.476661215909
2,878.4781984562771,1,2,10998.547044672589
10,564.0897837563745,1,12,7062.404092629808
8,303.3796639179946,2,7,3798.3133922532925
2,517.3840373089705,6,14,6477.648147108311
11,374.12279049673225,6,2,4684.017337019088
5,525.7959910610393,6,2,6582.965808084212
7,200.59320944531908,2,8,2511.4269822553947
8,206.17172305542192,1,2,2581.269972653882
1,214.8338896315143,2,11,2689.720298186559
6,851.8558335414734,5,9,10665.235035939248
1,686.3191346730734,5,12,8592.71556610688
2,229.90551572985672,2,1,2878.417056937806
1,250.67926701248115,6,9,3138.5044229962637
11,684.6635798967011,8,1,8571.988020306697
5,224.93107583373916,1,10,2816.137069438414
10,287.6490346678629,2,13,3601.3659140416435
9,870.6774662563192,2,10,10900.881877529117
6,304.2452197827455,2,2,3809.1501516799735
11,629.3058802969174,8,6,7878.909621317405
11,882.9050299204243,8,6,11053.970974603712
1,399.4374137118341,3,1,5000.956419672163
1,114.01279268964979,5,7,1427.4401644744153
2,295.3178323378994,7,8,3697.3792608705003
9,764.7017530733643,6,2,9574.065948478521
3,791.6870687640294,4,8,9911.922100925647
1,714.815491619033,8,9,8949.489955070292
5,190.4878552612584,7,6,2384.907947870955
7,736.4082973571225,8,5,9219.831882911172
6,834.9422375948034,6,12,10453.476814686937
12,580.4876340369889,4,9,7267.705178143101
1,852.7002850704519,3,13,10675.807569082057
5,761.471106969502,2,12,9533.618259258164
5,633.5772135927258,3,11,7932.386714180927
6,561.7481893693985,8,9,7033.087330904868
3,378.8589337935764,3,1,4743.313851095576
5,227.4299561942441,7,11,2847.423051551936
7,583.9631381524326,1,3,7311.218489668457
5,354.4892428944956,8,9,4438.205321039085
5,793.1509340221163,8,11,9930.249693956895
5,894.6695498869028,7,2,11201.262764584022
10,701.942210092458,5,12,8788.316470357575
10,172.3853562296406,4,4,2158.2646599951
3,330.9484764245105,2,4,4143.474924834871
1,187.2877054125998,7,2,2344.842071765749
5,620.4093182333726,4,3,7767.524664281825
9,712.1526916446277,6,13,8916.151699390739
1,840.5398647045695,4,3,10523.55910610121
3,450.53787712959013,6,1,5640.734221662468
4,821.1005196707555,7,6,10280.178506277858
1,802.312927233062,8,8,10044.957848957936
1,353.75657341231886,8,12,4429.032299122232
8,795.1205004324568,5,3,9954.908665414358
2,400.5378015053812,7,5,5014.733274847373
12,337.49541964822464,6,1,4225.442653995772
8,619.2597270355145,4,10,7753.131782484642
7,362.70498230806487,4,7,4541.066378496972
10,604.1669986633153,6,10,7564.170823264708
10,587.8654443989556,3,13,7360.075363874923
2,550.751141878767,5,1,6895.404296322163
6,404.33576338623817,1,12,5062.283757595702
6,538.7997773211814,8,11,6745.773212061191
3,577.1883799883373,2,9,7226.398517453982
11,536.5495107963787,4,8,6717.599875170662
2,455.53556220096124,2,7,5703.305238756035
12,111.73364563701105,1,10,1398.9052433753784
1,569.6493661609207,7,7,7132.010064334728
6,234.7555081141757,2,5,2939.13896158948
12,614.0607751577517,1,5,7688.040904975051
5,707.4754623382928,8,11,8857.592788475426
11,500.3562473045932,6,13,6264.460216253507
9,533.8909319837907,3,5,6684.314468437059
1,861.1828477327929,8,1,10782.009253614566
7,777.7338890980593,4,8,9737.228291507703
5,831.3892127611759,1,12,10408.992943769923
5,751.0130306556691,2,11,9402.683143808978
2,187.13467347738515,4,1,2342.926111936862
11,219.19348477615577,3,4,2744.30242939747
3,521.2990378151676,6,9,6526.663953445898
7,296.8557270383986,7,14,3716.63370252075
6,481.35638003292735,4,9,6026.58187801225
12,415.4922590546802,7,5,5201.963083364596
2,539.5313907443626,1,4,6754.93301211942
6,697.5005729086581,3,3,8732.7071728164
2,672.3927256794195,2,3,8418.356925506332
2,516.9873059882675,3,12,6472.681070973109
2,757.9147350536465,3,5,9489.092482871654
11,444.68967323042665,5,10,5567.514708844941
3,817.3714318720979,3,1,10233.490327038666
2,157.02421604413112,3,5,1965.9431848725217
4,863.7280240266459,8,6,10813.874860813607
9,623.7544651450786,4,7,7809.4059036163835
6,404.05960714976425,2,12,5058.826281515048
1,257.7233012583019,8,9,3226.6957317539395
8,483.34658355487994,8,3,6051.499226107097
12,255.6466585482408,4,2,3200.6961650239746
7,233.06528619451373,4,14,2917.9773831553116
10,593.8814059303793,1,3,7435.395202248348
3,518.4677796654278,4,12,6491.216601411155
1,636.0768276887534,5,9,7963.6818826631925
5,843.6847019375914,5,12,10562.932468258645
4,525.8081706712321,8,7,6583.118296803826
10,564.7456426102382,7,9,7070.615445480182
8,171.7010713239537,1,13,2149.6974129759
1,674.1086287269036,7,2,8439.840031660833
10,419.92416544332497,7,5,5257.450551350428
1,881.3801909300631,8,13,11034.87999044439
12,758.5392124765282,6,4,9496.910940206133
4,517.9848324128947,8,2,6485.170101809441
8,198.57812333773285,2,9,2486.198104188415
5,787.5326346244714,2,9,9859.90858549838
2,739.8248763392173,4,6,9262.607451767
6,247.6681036296264,4,11,3100.8046574429222
5,336.22263137624805,6,6,4209.507344830626
2,734.7258065182698,4,8,9198.767097608737
11,248.18275723792772,2,6,3107.248120618855
11,834.2019913371018,7,1,10444.208931540516
11,439.6219401570895,8,4,5504.06669076676
3,169.63117007012693,3,13,2123.782249277989
9,752.5989148034247,5,7,9422.538413338876
7,398.8077464307101,3,13,4993.07298531249
7,521.1993553230247,3,13,6525.41592864427
11,189.84347552897532,2,2,2376.8403136227707
6,102.0672118759859,3,9,1277.8814926873436
8,610.3881646346381,8,8,7642.059821225668
4,512.1401362669853,6,8,6411.994506062656
8,574.8308552985177,1,7,7196.882308337441
4,734.995080304413,4,4,9202.138405411251
8,617.2847307382881,1,2,7728.404828843367
9,239.81875426190174,7,3,3002.53080335901
3,388.61801528847985,8,12,4865.497551411768
3,824.7128838302083,8,6,10325.405305554208
11,715.9557602013432,5,12,8963.766117720816
2,545.3096463493738,8,12,6827.27677229416
10,304.5159982474178,4,5,3812.540298057671
3,341.64840146783604,8,12,4277.437986377307
3,685.5664540685076,3,8,8583.292004937715
5,780.9394086822167,5,6,9777.361396701353
5,637.1397356244915,4,6,7976.989490018634
2,747.6239806147535,6,1,9360.252237296712
12,713.3249081603248,6,4,8930.827850167265
10,219.7631743655662,6,5,2751.4349430568886
6,439.1558503306416,6,12,5498.231246139633
5,222.38704066285013,3,11,2784.2857490988836
6,288.18846784158785,8,3,3608.11961737668
1,795.4076997208421,1,13,9958.504400504942
5,478.3135725065457,4,9,5988.485927781952
9,528.2864814741287,3,1,6614.1467480560905
12,242.7567721822177,6,6,3039.3147877213655
10,349.8174288390368,7,6,4379.71420906474
2,284.196934742296,8,10,3558.1456229735454
1,264.9489316147411,1,5,3317.1606238165587
10,610.3686346527761,7,12,7641.815305852757
11,305.50707811657185,5,5,3824.9486180194795
9,605.6123888163347,7,10,7582.26710798051
10,146.76369128684314,5,14,1837.481414911276
9,213.4195148216815,5,13,2672.0123255674525
9,319.6322032001003,6,5,4001.795184065256
6,577.6375335165533,5,6,7232.0219196272465
8,640.6729960699008,2,8,8021.225910795158
11,454.1735734236217,4,2,5686.253139263743
1,456.63273166178317,4,6,5717.0418004055255
10,679.6134811188945,6,1,8508.760783608559
4,112.65687341246596,2,4,1410.4640551240736
1,372.87201957937646,7,14,4668.357685133793
8,754.9656456953862,3,10,9452.169884106235
1,582.5755281706978,7,3,7293.845612697136
3,369.7817062043363,8,9,4629.66696167829
4,824.4198338637391,3,3,10321.736319974014
8,718.0981819595061,5,6,8990.589238133016
6,311.9163577893867,1,1,3905.1927995231217
10,616.2318700205735,3,12,7715.2230126575805
12,576.6005825511654,1,6,7219.039293540591
7,420.95033123118617,4,4,5270.2981470144505
8,393.5648633638405,1,8,4927.4320893152835
2,374.84837982056314,4,13,4693.10171535345
10,593.7246267165174,2,11,7433.432326490797
11,453.9279491845356,2,9,5683.177923790386
8,765.4904906011376,6,4,9583.940942326242
3,635.6820929071695,6,10,7958.739803197762
7,155.9452845675473,5,12,1952.4349627856923
3,612.1345790625329,3,10,7663.924929862912
7,316.91794920014786,5,6,3967.812723985851
11,574.2495933227382,4,1,7189.604908400682
12,644.1055448827611,5,4,8064.201421932169
2,284.66335132320967,1,7,3563.985158566585
10,465.4869159042949,4,12,5827.896187121772
6,252.25989025525425,6,1,3158.293825995783
3,141.87110062920664,2,8,1776.226179877667
3,402.7811387886953,6,12,5042.819857634465
9,390.3554174767936,3,10,4887.249826809456
7,896.3843925634056,4,12,11222.732594893838
5,457.08188095811374,4,11,5722.665149595584
12,366.8556395777603,1,6,4593.032607513559
10,564.3800053733397,3,5,7066.037667274213
7,171.01391528621477,2,10,2141.094219383409
9,869.3325887638506,7,11,10884.044011323409
1,607.9680364728265,4,14,7611.7598166397875
7,703.8702559526782,4,9,8812.455604527531
6,236.38235053913402,1,2,2959.507028749958
10,427.5822824041631,5,5,5353.330175700122
12,438.1512907169516,8,6,5485.654159776234
9,757.4451551208695,2,7,9483.213342113286
1,100.98934380752755,6,5,1264.3865844702448
4,340.68248668260406,3,9,4265.344733266203
9,884.9890994754431,4,1,11080.063525432548
4,479.9092348049749,4,7,6008.463619758286
10,406.0210241952066,6,10,5083.383222923987
3,195.8632016141171,2,7,2452.207284208746
9,879.3317029024124,8,4,11009.232920338203
2,116.02108474065957,5,9,1452.5839809530578
4,689.7441800057945,4,14,8635.597133672547
6,714.8798438308067,8,12,8950.2956447617
2,294.9253728510933,2,11,3692.465668095688
8,637.2467548904299,6,5,7978.329371228182
8,174.34331550351195,1,4,2182.7783101039695
1,305.6378131456639,5,13,3826.585420583712
12,730.321590633812,3,7,9143.626314735326
3,791.7489536268322,4,4,9912.696899407938
10,586.789130127833,2,3,7346.599909200469
9,505.4707454563861,1,9,6328.493733113954
5,227.44321649518423,3,11,2847.5890705197066
6,150.48722646332013,7,8,1884.100075320768
4,194.1192227788469,2,1,2430.3726691911634
10,281.88584007687905,2,7,3529.2107177625257
2,373.33960151753666,3,9,4674.211810999559
11,404.7276204087898,1,8,5067.189807518048
8,377.0574148712028,7,8,4720.758834187459
11,291.2442657578125,8,13,3646.3782072878125
6,507.7793974013585,8,6,6357.398055465008
5,760.2288865863175,6,11,9518.065660060694
9,323.76283077718335,1,4,4053.5106413303356
1,853.9096152817865,5,8,10690.948383327966
5,798.6693293790782,4,3,9999.340003826059
6,229.4113690816877,3,13,2872.23034090273
5,729.0207654056755,6,9,9127.339982879057
6,559.6699058542133,7,13,7007.06722129475
6,553.2602897371348,3,2,6926.818827508928
7,412.83421044653954,3,2,5168.684314790675
